timestamp,simple-path,time
"2022-06-03 16:27:58.933","/master/welcome",2946
"2022-06-03 16:27:59.212","/master/welcome",233
"2022-06-03 16:28:00.403","/master/sign-in",1132
"2022-06-03 16:28:01.832","/master/welcome",574
"2022-06-03 16:28:03.076","/inventor/talmonu/list-mine",1091
"2022-06-03 16:28:04.435","/inventor/talmonu/show",1085
"2022-06-03 16:28:05.245","/master/welcome",203
"2022-06-03 16:28:05.866","/master/welcome",564
"2022-06-03 16:28:08.151","/master/welcome",196
"2022-06-03 16:28:08.372","/master/welcome",191
"2022-06-03 16:28:08.993","/master/sign-in",561
"2022-06-03 16:28:10.27","/master/welcome",570
"2022-06-03 16:28:10.991","/inventor/talmonu/list-mine",567
"2022-06-03 16:28:11.832","/inventor/talmonu/show",567
"2022-06-03 16:28:12.659","/master/welcome",218
"2022-06-03 16:28:13.271","/master/welcome",551
"2022-06-03 16:28:18.971","/master/welcome",223
"2022-06-03 16:28:19.19","/master/welcome",188
"2022-06-03 16:28:19.892","/master/sign-in",562
"2022-06-03 16:28:21.139","/master/welcome",579
"2022-06-03 16:28:21.85","/inventor/talmonu/list-mine",559
"2022-06-03 16:28:22.679","/inventor/talmonu/show",551
"2022-06-03 16:28:24.132","/inventor/talmonu/list-mine",584
"2022-06-03 16:28:24.94","/inventor/talmonu/show",566
"2022-06-03 16:28:25.555","/master/welcome",218
"2022-06-03 16:28:26.189","/master/welcome",564
"2022-06-03 16:28:28.51","/master/welcome",220
"2022-06-03 16:28:28.729","/master/welcome",189
"2022-06-03 16:28:29.354","/master/sign-in",559
"2022-06-03 16:28:30.576","/master/welcome",554
"2022-06-03 16:28:31.286","/inventor/talmonu/list-mine",561
"2022-06-03 16:28:32.124","/inventor/talmonu/show",561
"2022-06-03 16:28:33.72","/inventor/talmonu/list-mine",561
"2022-06-03 16:28:34.523","/inventor/talmonu/show",562
"2022-06-03 16:28:35.138","/master/welcome",205
"2022-06-03 16:28:35.753","/master/welcome",554
"2022-06-03 16:28:38.032","/master/welcome",188
"2022-06-03 16:28:38.255","/master/welcome",186
"2022-06-03 16:28:38.863","/master/sign-in",548
"2022-06-03 16:28:40.124","/master/welcome",573
"2022-06-03 16:28:40.844","/inventor/talmonu/list-mine",564
"2022-06-03 16:28:41.677","/inventor/talmonu/show",556
"2022-06-03 16:28:42.993","/inventor/talmonu/update",566
"2022-06-03 16:28:43.239","/master/welcome",189
"2022-06-03 16:28:43.871","/master/welcome",561
"2022-06-03 16:28:46.138","/master/welcome",189
"2022-06-03 16:28:46.365","/master/welcome",189
"2022-06-03 16:28:46.983","/master/sign-in",562
"2022-06-03 16:28:48.229","/master/welcome",566
"2022-06-03 16:28:48.946","/inventor/talmonu/list-mine",565
"2022-06-03 16:28:49.789","/inventor/talmonu/show",563
"2022-06-03 16:28:51.436","/inventor/talmonu/update",567
"2022-06-03 16:28:51.717","/master/welcome",218
"2022-06-03 16:28:52.35","/master/welcome",567
"2022-06-03 16:28:54.649","/master/welcome",218
"2022-06-03 16:28:54.867","/master/welcome",189
"2022-06-03 16:28:55.489","/master/sign-in",560
"2022-06-03 16:28:56.723","/master/welcome",558
"2022-06-03 16:28:57.439","/inventor/talmonu/list-mine",563
"2022-06-03 16:28:58.278","/inventor/talmonu/show",562
"2022-06-03 16:28:59.764","/inventor/talmonu/update",560
"2022-06-03 16:29:00.016","/master/welcome",191
"2022-06-03 16:29:00.648","/master/welcome",567
"2022-06-03 16:29:02.917","/master/welcome",190
"2022-06-03 16:29:03.138","/master/welcome",191
"2022-06-03 16:29:03.769","/master/sign-in",552
"2022-06-03 16:29:05.057","/master/welcome",573
"2022-06-03 16:29:05.769","/inventor/talmonu/list-mine",561
"2022-06-03 16:29:06.609","/inventor/talmonu/show",564
"2022-06-03 16:29:08.039","/inventor/talmonu/update",558
"2022-06-03 16:29:08.3","/master/welcome",207
"2022-06-03 16:29:08.925","/master/welcome",557
"2022-06-03 16:29:11.198","/master/welcome",191
"2022-06-03 16:29:11.421","/master/welcome",189
"2022-06-03 16:29:12.058","/master/sign-in",579
"2022-06-03 16:29:13.305","/master/welcome",562
"2022-06-03 16:29:14.02","/inventor/talmonu/list-mine",567
"2022-06-03 16:29:14.859","/inventor/talmonu/show",559
"2022-06-03 16:29:16.299","/inventor/talmonu/update",562
"2022-06-03 16:29:16.565","/master/welcome",199
"2022-06-03 16:29:17.182","/master/welcome",554
"2022-06-03 16:29:19.46","/master/welcome",189
"2022-06-03 16:29:19.683","/master/welcome",191
"2022-06-03 16:29:20.296","/master/sign-in",553
"2022-06-03 16:29:21.527","/master/welcome",562
"2022-06-03 16:29:22.26","/inventor/talmonu/list-mine",564
"2022-06-03 16:29:23.117","/inventor/talmonu/show",565
"2022-06-03 16:29:24.645","/inventor/talmonu/update",564
"2022-06-03 16:29:24.911","/master/welcome",205
"2022-06-03 16:29:25.54","/master/welcome",566
"2022-06-03 16:29:27.818","/master/welcome",191
"2022-06-03 16:29:28.034","/master/welcome",185
"2022-06-03 16:29:28.662","/master/sign-in",569
"2022-06-03 16:29:29.921","/master/welcome",563
"2022-06-03 16:29:30.661","/inventor/talmonu/list-mine",578
"2022-06-03 16:29:31.502","/inventor/talmonu/show",564
"2022-06-03 16:29:32.958","/inventor/talmonu/update",563
"2022-06-03 16:29:33.225","/master/welcome",205
"2022-06-03 16:29:33.863","/master/welcome",572
"2022-06-03 16:29:36.153","/master/welcome",203
"2022-06-03 16:29:36.388","/master/welcome",205
"2022-06-03 16:29:37.018","/master/sign-in",567
"2022-06-03 16:29:38.259","/master/welcome",559
"2022-06-03 16:29:38.995","/inventor/talmonu/list-mine",563
"2022-06-03 16:29:39.849","/inventor/talmonu/show",560
"2022-06-03 16:29:41.249","/inventor/talmonu/update",574
"2022-06-03 16:29:41.521","/master/welcome",205
"2022-06-03 16:29:42.144","/master/welcome",564
"2022-06-03 16:29:44.414","/master/welcome",191
"2022-06-03 16:29:44.618","/master/welcome",175
"2022-06-03 16:29:45.243","/master/sign-in",564
"2022-06-03 16:29:46.484","/master/welcome",570
"2022-06-03 16:29:47.201","/inventor/talmonu/list-mine",566
"2022-06-03 16:29:48.055","/inventor/talmonu/show",560
"2022-06-03 16:29:49.457","/inventor/talmonu/update",566
"2022-06-03 16:29:49.718","/master/welcome",201
"2022-06-03 16:29:50.343","/master/welcome",561
"2022-06-03 16:29:52.621","/master/welcome",187
"2022-06-03 16:29:52.859","/master/welcome",203
"2022-06-03 16:29:53.479","/master/sign-in",561
"2022-06-03 16:29:54.731","/master/welcome",555
"2022-06-03 16:29:55.505","/inventor/talmonu/list-mine",561
"2022-06-03 16:29:56.377","/inventor/talmonu/show",556
"2022-06-03 16:29:57.787","/inventor/talmonu/update",576
"2022-06-03 16:29:58.084","/master/welcome",235
"2022-06-03 16:29:58.71","/master/welcome",560
"2022-06-03 16:30:01.022","/master/welcome",217
"2022-06-03 16:30:01.285","/master/welcome",232
"2022-06-03 16:30:01.91","/master/sign-in",564
"2022-06-03 16:30:03.403","/master/welcome",563
"2022-06-03 16:30:04.153","/inventor/talmonu/list-mine",589
"2022-06-03 16:30:05.016","/inventor/talmonu/show",561
"2022-06-03 16:30:06.442","/inventor/talmonu/update",554
"2022-06-03 16:30:06.735","/master/welcome",232
"2022-06-03 16:30:07.366","/master/welcome",568
"2022-06-03 16:30:09.653","/master/welcome",208
"2022-06-03 16:30:09.874","/master/welcome",188
"2022-06-03 16:30:10.515","/master/sign-in",568
"2022-06-03 16:30:11.968","/master/welcome",559
"2022-06-03 16:30:12.686","/inventor/talmonu/list-mine",562
"2022-06-03 16:30:13.545","/inventor/talmonu/show",564
"2022-06-03 16:30:14.944","/inventor/talmonu/update",563
"2022-06-03 16:30:15.243","/master/welcome",238
"2022-06-03 16:30:15.885","/master/welcome",574
"2022-06-03 16:30:18.178","/master/welcome",203
"2022-06-03 16:30:18.429","/master/welcome",219
"2022-06-03 16:30:19.06","/master/sign-in",567
"2022-06-03 16:30:20.772","/master/welcome",565
"2022-06-03 16:30:21.498","/inventor/talmonu/list-mine",563
"2022-06-03 16:30:22.332","/inventor/talmonu/show",552
"2022-06-03 16:30:23.799","/inventor/talmonu/update",567
"2022-06-03 16:30:24.107","/master/welcome",248
"2022-06-03 16:30:24.738","/master/welcome",563
"2022-06-03 16:30:27.014","/master/welcome",190
"2022-06-03 16:30:27.47","/master/welcome",425
"2022-06-03 16:30:28.102","/master/sign-in",569
"2022-06-03 16:30:29.435","/master/welcome",562
"2022-06-03 16:30:30.159","/inventor/talmonu/list-mine",560
"2022-06-03 16:30:31.021","/inventor/talmonu/show",559
"2022-06-03 16:30:32.456","/inventor/talmonu/update",575
"2022-06-03 16:30:32.734","/master/welcome",219
"2022-06-03 16:30:33.364","/master/welcome",561
"2022-06-03 16:30:35.635","/master/welcome",189
"2022-06-03 16:30:35.834","/master/welcome",177
"2022-06-03 16:30:36.457","/master/sign-in",562
"2022-06-03 16:30:37.7","/master/welcome",575
"2022-06-03 16:30:38.454","/inventor/talmonu/list-mine",581
"2022-06-03 16:30:39.329","/inventor/talmonu/show",564
"2022-06-03 16:30:40.779","/inventor/talmonu/update",563
"2022-06-03 16:30:41.093","/master/welcome",249
"2022-06-03 16:30:41.727","/master/welcome",573
"2022-06-03 16:30:44.004","/master/welcome",188
"2022-06-03 16:30:47.375","/master/welcome",202
"2022-06-03 16:30:47.624","/master/welcome",218
"2022-06-03 16:30:48.238","/master/sign-in",552
