timestamp,simple-path,time
"2022-06-03 16:27:09.863","/master/welcome",3055
"2022-06-03 16:27:10.158","/master/welcome",252
"2022-06-03 16:27:11.844","/master/sign-in",1085
"2022-06-03 16:27:13.112","/master/welcome",564
"2022-06-03 16:27:14.348","/inventor/talmonu/list-mine",1083
"2022-06-03 16:27:15.656","/inventor/talmonu/create",1182
"2022-06-03 16:27:17.557","/inventor/talmonu/list-mine",575
"2022-06-03 16:27:18.396","/inventor/talmonu/show",555
"2022-06-03 16:27:19.129","/master/welcome",216
"2022-06-03 16:27:19.761","/master/welcome",568
"2022-06-03 16:27:22.082","/master/welcome",188
"2022-06-03 16:27:22.301","/master/welcome",189
"2022-06-03 16:27:22.929","/master/sign-in",565
"2022-06-03 16:27:24.17","/master/welcome",550
"2022-06-03 16:27:24.887","/inventor/talmonu/list-mine",562
"2022-06-03 16:27:25.571","/inventor/talmonu/create",555
"2022-06-03 16:27:27.609","/inventor/talmonu/list-mine",563
"2022-06-03 16:27:28.416","/inventor/talmonu/show",560
"2022-06-03 16:27:29.153","/master/welcome",203
"2022-06-03 16:27:29.786","/master/welcome",562
